97,1,2,1,2,1,2,2,2,2,1,1,2,6,2,2,2,6
43,2,1,1,2,1,2,2,2,1,1,2,2,2,1,2,2,2
46,2,2,1,2,2,1,1,2,2,2,2,2,6,2,2,2,7
50,1,2,2,1,2,2,1,1,1,1,2,2,4,1,2,1,1
100,2,1,1,2,1,2,2,2,1,1,2,2,2,1,2,2,2
3,2,2,1,2,2,1,1,1,1,2,2,1,0,1,2,2,4
76,2,2,2,2,2,1,1,1,1,2,1,2,0,1,2,2,3
66,2,2,2,1,2,1,1,1,1,1,2,1,0,1,2,1,1
64,1,2,2,1,2,2,1,1,1,1,2,2,4,1,2,1,1
1,1,2,2,1,2,2,1,1,1,1,2,2,4,2,2,1,1
54,1,2,2,1,2,2,1,1,1,1,2,2,4,1,2,2,1
61,2,2,1,2,2,1,1,1,1,2,2,1,0,1,2,2,4
