12.3,0.27,0.49,3.1,0.079,28,46,0.9993,3.2,0.8,10.2,4
7.1,0.68,0,2.3,0.087,17,26,0.99783,3.45,0.53,9.5,3
6.7,0.64,0.23,2.1,0.08,11,119,0.99538,3.36,0.7,10.9,3
9.3,0.38,0.48,3.8,0.132,1,11,0.99577,3.23,0.57,13.2,4
6.6,0.58,0,2.2,0.1,50,63,0.99544,3.59,0.68,11.4,4
8.7,0.84,0,1.4,0.065,24,33,0.9954,3.27,0.55,9.7,3
5,0.65,0.02,2.1,0.066,6,25,0.9972,3.47,0.67,9.5,4
8.6,0.49,0.28,1.9,0.11,20,136,0.9972,2.93,1.95,9.9,4
7.8,0.39,0.42,2,0.086,9,21,0.99526,3.39,0.66,11.6,4
8.1,0.575,0.22,2.1,0.077,12,65,0.9967,3.29,0.51,9.2,3
6.4,0.64,0.21,1.8,0.081,14,31,0.99689,3.59,0.66,9.8,3
8.8,0.47,0.49,2.9,0.085,17,110,0.9982,3.29,0.6,9.8,3
7.4,0.58,0,2,0.064,5,11,0.99562,3.45,0.58,11.3,4
11.6,0.42,0.53,3.3,0.105,33,98,1.001,3.2,0.95,9.2,3
8.8,0.42,0.21,2.5,0.092,33,88,0.99823,3.19,0.52,9.2,3
9.9,0.35,0.41,2.3,0.083,11,61,0.9982,3.21,0.5,9.5,3
7.4,0.74,0.07,1.7,0.086,15,48,0.99502,3.12,0.48,10,3
9.4,0.685,0.11,2.7,0.077,4,31,0.9984,3.19,0.7,10.1,4
7.1,0.31,0.3,2.2,0.053,36,127,0.9965,2.94,1.62,9.5,3
9.9,0.63,0.24,2.4,0.077,4,33,0.9974,3.09,0.57,9.4,3
9.7,0.69,0.32,2.5,0.088,22,91,0.9979,3.29,0.62,10.1,3
9.8,0.51,0.19,3.2,0.081,6,30,0.9984,3.23,0.58,10.5,4
5,0.65,0.02,2.1,0.066,6,25,0.9972,3.47,0.67,9.5,4
6.9,0.58,0.2,1.75,0.058,6,22,0.99322,3.38,0.49,11.7,3
7.2,0.41,0.3,2.1,0.083,35,72,0.997,3.44,0.52,9.4,3
7.9,0.33,0.41,1.5,0.056,4,35,0.99396,3.29,0.71,11,4
6.8,0.51,0.01,2.1,0.074,9,25,0.9958,3.33,0.56,9.5,4
7.2,0.63,0,1.9,0.097,14,38,0.99675,3.37,0.58,9,4
7.9,0.19,0.42,1.6,0.057,18,30,0.994,3.29,0.69,11.2,4
10.4,0.26,0.48,1.9,0.066,4,10,0.99724,3.33,0.87,10.9,4
6,0.715,0.22,2.3,0.075,13,81,0.99688,3.24,0.54,9.5,4
8.7,0.69,0.31,1,0.086,23,81,1.0002,3.48,0.74,11.6,4
7.1,0.46,0.2,1.9,0.077,28,54,0.9956,3.37,0.64,10.4,4
9.2,0.63,0.21,2.7,0.097,29,65,0.9988,3.28,0.58,9.6,3
10.2,0.54,0.37,15.4,0.214,55,95,1.0037,3.18,0.77,9,4
6.8,0.48,0.25,2,0.076,29,61,0.9953,3.34,0.6,10.4,3
9.4,0.33,0.59,2.8,0.079,9,30,0.9976,3.12,0.54,12,4
9.3,0.39,0.44,2.1,0.107,34,125,0.9978,3.14,1.22,9.5,3
5,0.69,0.07,2.5,0.091,15,21,0.99572,3.38,0.6,11.3,4
7.3,0.305,0.39,1.2,0.059,5,11,0.99331,3.29,0.52,11.5,4
7.4,0.63,0.07,2.4,0.09,11,37,0.9979,3.43,0.76,9.7,4
4,0.64,0.05,1.9,0.066,9,17,0.99496,3.52,0.78,10.6,3
7.3,0.98,0.05,2.1,0.061,20,49,0.99705,3.31,0.55,9.7,1
6.4,0.36,0.53,2.2,0.23,19,35,0.9934,3.37,0.93,12.4,4
8.5,0.47,0.27,1.9,0.058,18,38,0.99518,3.16,0.85,11.1,4
12.8,0.3,0.74,2.6,0.095,9,28,0.9994,3.2,0.77,10.8,5
9.1,0.3,0.41,2,0.068,10,24,0.99523,3.27,0.85,11.7,5
7.4,0.55,0.19,1.8,0.082,15,34,0.99655,3.49,0.68,10.5,3
9.1,0.5,0.3,1.9,0.065,6,17,0.99774,3.32,0.71,10.5,4
7.9,0.49,0.32,1.9,0.082,17,144,0.9968,3.2,0.55,9.5,3
6,0.6,0.22,2.1,0.08,25,105,0.99613,3.3,0.49,9.9,3
12.2,0.34,0.5,2.4,0.066,10,21,1,3.12,1.18,9.2,4
6.4,0.795,0,2.2,0.065,28,52,0.99378,3.49,0.52,11.6,3
12.4,0.42,0.49,4.6,0.073,19,43,0.9978,3.02,0.61,9.5,3
8.2,0.73,0.21,1.7,0.074,3,13,0.9968,3.2,0.52,9.5,3
8.3,0.26,0.42,2,0.08,11,27,0.9974,3.21,0.8,9.4,4
7.5,0.6,0.03,1.8,0.095,25,99,0.995,3.35,0.54,10.1,3
12.4,0.4,0.51,2,0.059,4,24,0.9994,3.04,0.6,9.3,4
9.6,0.56,0.23,3.4,0.102,37,92,0.9996,3.3,0.65,10.1,3
7.1,0.53,0.07,1.7,0.071,15,24,0.9951,3.29,0.66,10.8,4
9,0.785,0.24,1.7,0.078,10,21,0.99692,3.29,0.67,10,3
8.4,0.62,0.12,1.8,0.072,38,46,0.99504,3.38,0.89,11.8,4
11.3,0.34,0.45,2,0.082,4,15,0.9988,2.94,0.66,9.2,4
9.7,0.42,0.46,2.1,0.074,3,16,0.99649,3.27,0.74,12.3,4
7.6,0.43,0.29,2.1,0.075,19,66,0.99718,3.4,0.64,9.5,3
7.2,0.52,0.07,1.4,0.074,3,20,0.9973,3.32,0.81,9.6,4
9.2,0.59,0.24,3.3,0.101,20,47,0.9988,3.26,0.67,9.6,3
7.3,0.67,0.05,3.6,0.107,4,20,0.9972,3.4,0.63,10.1,3
7.3,0.51,0.18,2.1,0.07,12,28,0.99768,3.52,0.73,9.5,4
9.1,0.37,0.32,2.1,0.064,2,15,0.99576,3.3,0.8,11.2,4
7.5,0.6,0.03,1.8,0.095,25,99,0.995,3.35,0.54,10.1,3
7.7,0.49,0.26,1.9,0.062,9,31,0.9966,3.39,0.64,9.6,3
11.5,0.31,0.51,2.2,0.079,14,28,0.9982,3.03,0.93,9.8,4
8.8,0.24,0.35,1.7,0.055,13,27,0.99394,3.14,0.59,11.3,5
7.7,0.835,0,2.6,0.081,4,14,0.9975,3.3,0.52,9.3,3
9.6,0.68,0.24,2.2,0.087,3,28,0.9988,3.14,0.6,10.2,3
8.7,0.675,0.1,1.6,0.09,2,11,0.99745,3.31,0.65,9.55,3
15.5,0.645,0.49,4.2,0.095,10,23,1.0032,2.92,0.74,11.1,3
7.7,0.41,0.76,1.8,0.611,6,45,0.9968,3.06,1.26,9.4,3
7.5,0.64,0,2.4,0.077,18,29,0.9965,3.32,0.6,10,4
9.7,0.66,0.34,2.6,0.094,12,88,0.99796,3.26,0.66,10.1,3
9.9,0.35,0.55,2.1,0.062,3,14,0.9971,3.26,0.79,10.6,3
10.7,0.67,0.22,2.7,0.107,17,34,1.0004,3.28,0.98,9.9,4
11.5,0.42,0.48,2.6,0.077,6,20,0.99852,3.09,0.53,11,3
8.1,0.545,0.18,1.9,0.08,13,35,0.9972,3.3,0.59,9,4
8.2,0.42,0.49,2.6,0.084,32,55,0.9988,3.34,0.75,8.7,4
7.3,0.45,0.36,5.9,0.074,12,87,0.9978,3.33,0.83,10.5,3
9.1,0.47,0.49,2.6,0.094,38,106,0.9982,3.08,0.59,9.1,3
7.4,0.37,0.43,2.6,0.082,18,82,0.99708,3.33,0.68,9.7,4
9.3,0.39,0.4,2.6,0.073,10,26,0.9984,3.34,0.75,10.2,4
7.4,0.39,0.48,2,0.082,14,67,0.9972,3.34,0.55,9.2,3
6.6,0.66,0,1,0.115,21,31,0.99629,3.45,0.63,10.3,3
8.1,0.56,0.28,1.7,0.368,16,56,0.9968,3.11,1.28,9.3,3
7.1,0.35,0.29,2.5,0.096,20,53,0.9962,3.42,0.65,11,4
7.1,0.59,0,2.2,0.078,26,44,0.99522,3.42,0.68,10.8,4
6,0.6,0.08,2.6,0.056,1,5,0.99286,3.22,0.37,13,3
8.3,0.31,0.39,2.4,0.078,17,43,0.99444,3.31,0.77,12.5,5
8.9,0.35,0.4,3.6,0.11,12,24,0.99549,3.23,0.7,12,5
7.9,0.3,0.68,8.3,0.05,37.5,289,0.99316,3.01,0.51,12.3,5
7.7,0.965,0.1,2.1,0.112,11,22,0.9963,3.26,0.5,9.5,3
6.9,0.58,0.01,1.9,0.08,40,54,0.99683,3.4,0.73,9.7,3
6.4,0.31,0.09,1.4,0.066,15,28,0.99459,3.42,0.7,10,5
9.3,0.27,0.41,2,0.091,4,16,0.998,3.28,0.7,9.7,3
6.9,0.605,0.12,10.7,0.073,40,83,0.9993,3.45,0.52,9.4,4
6.5,0.46,0.14,2.4,0.114,9,37,0.99732,3.66,0.65,9.8,3
7.2,0.62,0.01,2.3,0.065,6,46,0.99332,3.32,0.51,11.8,4
6.9,0.54,0.3,2.2,0.088,9,105,0.99725,3.25,1.18,10.5,4
9.7,0.32,0.54,2.5,0.094,28,83,0.9984,3.28,0.82,9.6,3
10.7,0.43,0.39,2.2,0.106,6,32,0.9986,2.89,0.5,9.6,3
6.1,0.715,0.1,2.6,0.053,13,27,0.99362,3.57,0.5,11.9,3
7.6,1.58,0,2.1,0.137,3,9,0.99476,3.5,0.4,10.9,1
6.4,0.865,0.03,3.2,0.071,27,58,0.995,3.61,0.49,12.7,4
13,0.32,0.65,2.6,0.093,15,47,0.9996,3.05,0.61,10.6,3
7.4,0.53,0.12,1.9,0.165,2,12,0.99702,3.26,0.86,9.2,3
10.1,0.28,0.46,1.8,0.05,3,13,0.9974,3.04,0.79,10.2,4
6.6,0.58,0.02,2,0.062,37,53,0.99374,3.35,0.76,11.6,5
11.3,0.62,0.67,5.2,0.086,4,19,0.9988,3.22,0.69,13.4,6
15.6,0.645,0.49,4.2,0.095,10,23,1.0032,2.92,0.74,11.1,3
8.9,0.31,0.36,2.6,0.056,10,39,0.99562,3.4,0.69,11.8,3
7.2,0.58,0.03,2.3,0.077,5,28,0.99568,3.35,0.52,10,3
5.2,0.645,0,2.15,0.08,15,28,0.99444,3.78,0.61,12.5,4
7.4,0.6,0.26,7.3,0.07,36,121,0.9982,3.37,0.49,9.4,3
5.6,0.54,0.04,1.7,0.049,3,13,0.9942,3.72,0.58,11.4,3
8.8,0.27,0.46,2.1,0.095,20,29,0.99488,3.26,0.56,11.3,4
6.5,0.52,0.11,1.8,0.073,13,38,0.9955,3.34,0.52,9.3,3
7.6,0.36,0.31,1.7,0.079,26,65,0.99716,3.46,0.62,9.5,4
7.3,0.55,0.01,1.8,0.093,9,15,0.99514,3.35,0.58,11,5
7.2,1,0,1,0.102,5,16,0.99586,3.43,0.46,10,3
7.5,0.55,0.24,2,0.078,10,28,0.9983,3.45,0.78,9.5,4
8.6,0.47,0.27,2.3,0.055,14,28,0.99516,3.18,0.8,11.2,3
6.3,0.6,0.1,1.6,0.048,12,26,0.99306,3.55,0.51,12.1,3
6.4,0.53,0.09,3.9,0.123,14,31,0.9968,3.5,0.67,11,2
6.7,0.41,0.43,2.8,0.076,22,54,0.99572,3.42,1.16,10.6,4
7.6,0.54,0.02,1.7,0.085,17,31,0.99589,3.37,0.51,10.4,4
