40,8,1,3,2,106,1,2,3,17,4,200,2,-1,0,1,2
23,12,3,2,2,279,1,2,3,18,5,843,1,370,1,3,1
30,11,3,4,2,190,1,2,3,28,7,33,3,-1,0,1,2
31,2,1,2,2,8295,1,2,3,19,11,541,1,-1,0,1,2
33,6,1,2,2,135,1,2,3,17,4,114,1,345,2,3,2
27,4,3,4,2,170,2,2,3,29,1,76,2,-1,0,1,2
44,12,3,2,2,2886,2,2,1,20,6,31,1,-1,0,1,2
38,11,1,2,2,1,1,2,3,21,11,57,5,199,1,4,2
34,11,3,2,2,1313,2,2,3,19,4,237,4,-1,0,1,2
54,4,1,4,2,0,1,2,3,10,7,144,1,-1,0,1,2
53,8,1,2,2,21522,2,2,3,20,11,83,3,149,4,3,2
46,8,1,3,2,2499,1,2,1,16,5,42,3,-1,0,1,2
45,4,1,4,2,-61,2,2,3,30,1,90,5,172,1,3,2
46,2,1,2,2,4958,1,2,3,17,11,64,3,150,5,2,2
38,2,3,1,2,31,2,2,3,20,4,59,3,-1,0,1,2
48,11,2,2,2,-154,2,2,1,3,6,342,3,-1,0,1,2
42,6,1,2,2,0,1,2,3,20,11,73,4,-1,0,1,2
48,2,1,2,2,476,2,2,1,5,6,489,3,-1,0,1,2
52,2,1,3,2,448,1,2,3,7,5,82,1,-1,0,1,2
48,12,1,2,2,1555,2,2,3,2,2,121,1,-1,0,1,2
49,11,2,2,2,7,1,1,3,17,11,50,1,-1,0,1,2
50,11,2,2,2,1303,2,2,2,30,7,274,2,-1,0,1,2
32,11,1,4,2,231,1,2,3,17,7,177,2,-1,0,1,2
34,2,2,2,2,140,1,2,3,8,5,81,2,365,1,3,2
36,2,3,2,2,5871,2,2,3,19,8,321,2,-1,0,1,2
57,4,1,3,2,2911,1,1,2,6,5,276,2,-1,0,1,2
48,4,1,4,2,0,2,1,3,19,2,204,4,182,1,4,1
47,11,1,2,2,1571,1,2,3,11,5,261,1,369,2,3,2
37,11,1,2,2,180,2,2,3,8,8,215,2,-1,0,1,2
51,4,1,4,2,1990,2,2,2,31,7,251,5,-1,0,1,2
48,11,1,2,2,5,2,2,1,9,6,65,6,-1,0,1,2
51,11,1,4,2,0,1,2,1,16,5,330,19,-1,0,1,2
51,8,1,2,2,1414,1,2,1,15,5,241,2,-1,0,1,2
47,8,1,2,2,4709,2,2,3,22,8,78,4,-1,0,1,2
25,12,3,2,2,94,2,2,1,25,2,32,1,-1,0,1,2
29,3,1,4,2,111,1,2,3,14,5,216,1,-1,0,1,2
40,4,1,4,2,121,2,2,1,8,5,82,1,-1,0,1,2
32,12,1,1,2,1016,2,2,3,30,7,141,2,-1,0,1,2
50,12,1,2,2,1,2,2,2,11,8,80,10,-1,0,1,2
48,4,1,4,2,190,2,2,3,25,8,14,22,-1,0,1,2
36,8,1,2,2,512,1,2,1,16,5,343,1,-1,0,1,2
32,8,3,2,2,313,1,1,1,5,6,67,2,-1,0,1,2
43,2,1,2,2,616,1,2,1,9,5,168,2,-1,0,1,2
33,11,1,2,2,303,1,2,3,3,2,355,1,301,5,4,1
59,4,1,3,2,0,1,2,3,8,5,130,1,-1,0,1,2
31,8,1,2,2,401,2,2,3,14,8,96,3,-1,0,1,2
32,4,1,4,2,6138,2,2,3,30,4,211,2,196,7,4,2
38,2,1,4,2,669,1,1,3,31,7,129,2,-1,0,1,2
56,6,1,1,2,88,1,2,1,13,5,172,2,-1,0,1,2
49,12,3,2,2,178,1,1,3,29,1,197,1,-1,0,1,2
48,11,1,2,2,0,1,2,3,28,1,123,1,204,1,3,2
60,4,1,2,2,725,1,2,3,8,7,266,1,-1,0,1,2
47,5,3,4,2,456,2,2,1,12,6,139,2,-1,0,1,2
30,11,2,2,2,789,1,2,3,12,5,356,1,-1,0,1,2
49,2,2,2,2,168,1,1,1,8,5,513,1,-1,0,1,1
56,8,1,2,2,2409,2,2,1,17,6,173,2,-1,0,1,2
51,4,1,4,2,25856,2,2,3,14,8,129,2,-1,0,1,2
50,8,2,2,2,881,1,1,3,20,4,162,1,-1,0,1,2
36,8,1,2,2,0,1,2,1,30,5,54,4,-1,0,1,2
34,11,1,2,2,1254,2,2,3,6,5,77,3,-1,0,1,2
56,12,1,2,2,750,2,1,3,11,8,92,3,-1,0,1,2
30,4,3,4,2,1268,2,2,3,16,7,73,4,-1,0,1,2
83,10,3,3,2,1965,2,2,2,13,10,1003,3,-1,0,1,1
35,11,1,2,2,0,2,2,3,27,8,106,4,-1,0,1,2
50,8,1,3,2,167,2,2,3,19,11,189,1,-1,0,1,2
31,12,1,2,2,395,2,2,2,19,11,196,3,117,3,3,2
59,8,3,3,2,-86,2,2,3,11,7,16,2,-1,0,1,2
28,6,1,2,2,422,1,2,1,19,5,394,2,-1,0,1,2
33,4,2,4,2,433,2,2,3,21,8,575,4,-1,0,1,2
32,3,1,2,2,0,2,2,3,19,11,303,3,-1,0,1,2
27,8,1,2,2,872,1,2,3,17,4,1130,3,-1,0,1,2
37,4,1,4,2,3556,2,2,3,9,11,268,1,-1,0,1,1
30,2,3,2,2,125,1,2,3,16,8,140,3,116,1,2,2
39,12,1,2,2,150,2,2,1,12,6,243,2,-1,0,1,2
46,2,1,2,2,31,1,1,2,28,7,302,2,-1,0,1,2
28,8,1,2,2,224,1,2,1,19,5,571,5,-1,0,1,2
40,4,1,4,2,9366,2,2,3,11,11,69,3,-1,0,1,1
49,5,1,4,2,443,2,2,3,8,8,27,6,-1,0,1,2
39,8,1,3,2,1473,1,2,1,19,6,112,4,-1,0,1,2
29,12,1,2,2,-597,2,2,3,7,7,500,2,-1,0,1,2
44,8,1,3,2,-337,1,2,3,20,4,326,3,-1,0,1,2
41,3,3,3,2,2171,2,2,2,31,7,120,2,-1,0,1,2
44,8,3,2,2,712,1,1,3,6,4,740,3,-1,0,1,1
28,4,3,4,2,4013,1,2,1,4,6,386,1,-1,0,1,2
35,12,1,2,2,843,1,2,1,27,5,120,2,-1,0,1,2
44,6,1,3,2,1434,1,2,3,18,5,284,3,-1,0,1,2
30,8,1,2,2,1196,2,2,1,27,5,147,1,-1,0,1,2
40,12,1,2,2,809,2,2,3,2,2,114,1,-1,0,1,2
33,4,1,3,2,142,1,2,3,15,5,87,1,368,1,3,2
44,8,1,3,2,3113,2,2,3,14,7,331,2,-1,0,1,2
45,11,3,4,2,2100,1,2,3,23,7,285,2,-1,0,1,2
59,4,1,4,2,2365,2,1,2,25,7,159,4,-1,0,1,2
55,12,3,2,2,-40,1,2,1,12,5,178,2,-1,0,1,2
30,8,1,3,2,-518,1,1,1,28,5,244,6,-1,0,1,2
36,11,3,2,2,279,1,2,3,21,7,171,1,-1,0,1,2
28,11,1,3,2,-58,1,2,1,8,5,74,1,-1,0,1,2
43,2,3,2,2,985,1,1,1,20,6,51,19,-1,0,1,2
37,11,1,4,2,4596,1,2,3,6,8,323,1,91,6,3,2
35,5,1,3,2,0,1,2,3,14,7,340,3,-1,0,1,2
35,12,1,2,2,2179,2,2,3,20,4,207,1,-1,0,1,2
56,8,1,3,2,115,2,2,2,4,2,111,1,-1,0,1,2
55,6,2,4,2,461,1,1,1,16,6,267,3,-1,0,1,2
47,4,1,2,2,2010,2,2,2,4,5,222,6,-1,0,1,2
56,2,1,2,2,0,1,2,2,19,11,154,2,-1,0,1,2
56,2,2,2,2,3337,1,2,2,17,11,99,3,-1,0,1,2
29,11,3,4,2,405,1,2,1,6,5,65,1,-1,0,1,2
36,11,3,2,2,98,2,2,3,30,1,771,1,-1,0,1,1
36,8,3,2,2,40,1,2,3,27,8,259,3,475,4,4,1
39,4,1,4,2,710,1,2,3,11,7,211,2,-1,0,1,2
33,11,3,2,2,56,2,2,1,7,5,236,2,-1,0,1,2
30,4,1,4,2,49,1,1,1,1,7,359,1,-1,0,1,2
41,6,1,2,2,187,2,1,3,21,7,354,1,-1,0,1,2
51,8,1,4,2,2404,1,2,2,20,11,30,1,-1,0,1,2
47,11,1,2,2,1465,1,2,3,20,11,26,1,190,2,3,2
37,9,1,2,1,0,2,1,3,21,7,320,1,-1,0,1,2
33,11,3,4,2,8097,2,1,3,21,8,500,2,-1,0,1,2
38,2,2,2,2,74,1,2,3,23,7,279,3,-1,0,1,2
55,5,1,3,2,16,2,2,1,20,6,64,1,-1,0,1,2
40,11,1,2,2,4186,2,2,3,11,8,129,1,-1,0,1,2
55,11,1,2,2,3899,1,2,2,28,7,596,4,-1,0,1,1
24,8,1,3,2,456,2,2,3,14,5,337,2,-1,0,1,2
56,8,1,1,2,260,1,2,2,30,7,250,2,-1,0,1,2
33,4,3,4,2,0,1,2,3,8,7,454,1,-1,0,1,2
51,4,2,2,2,3348,1,2,1,29,5,122,2,-1,0,1,2
35,11,3,4,2,33,2,2,3,29,8,300,2,-1,0,1,2
30,11,1,2,2,398,1,2,3,17,4,132,2,238,2,3,2
51,4,1,4,2,15904,2,2,3,7,8,504,4,-1,0,1,2
37,4,1,4,2,539,2,2,3,18,1,540,2,115,3,3,2
56,10,1,1,2,4391,1,2,1,16,5,291,1,-1,0,1,2
37,3,1,2,2,86,2,2,3,29,1,1424,1,-1,0,1,2
27,4,3,4,2,450,1,2,1,3,6,49,1,-1,0,1,2
50,5,1,3,2,395,1,2,1,15,5,419,2,-1,0,1,2
30,8,3,2,2,567,1,2,3,28,7,317,5,-1,0,1,2
32,11,1,2,2,175,1,2,1,13,5,142,1,-1,0,1,2
24,2,3,2,2,172,2,2,3,3,2,114,1,-1,0,1,2
39,11,2,4,2,1832,2,2,1,16,6,353,2,-1,0,1,2
60,4,1,4,2,5990,1,2,3,6,5,396,3,-1,0,1,1
34,11,1,4,2,7717,1,2,3,18,11,386,1,-1,0,1,2
31,2,1,2,2,4457,1,2,3,16,4,225,1,146,4,4,2
37,2,3,2,2,597,1,2,3,5,5,126,1,-1,0,1,2
34,8,1,2,2,2994,1,2,3,15,5,358,1,176,1,3,2
35,4,1,4,2,6,1,1,1,15,5,136,1,-1,0,1,2
37,8,1,3,2,-325,1,1,1,6,5,112,2,-1,0,1,2
21,12,3,2,2,3033,1,2,3,6,5,347,1,-1,0,1,2
24,12,3,2,2,0,2,2,1,16,5,280,1,-1,0,1,2
44,6,1,4,2,1631,1,2,3,17,11,81,1,195,2,3,2
71,5,1,3,2,227,2,2,3,8,4,74,1,-1,0,1,2
37,11,3,2,2,363,1,2,3,21,11,39,4,182,3,3,2
53,4,1,4,2,6571,2,2,3,3,2,208,1,-1,0,1,1
36,4,2,4,2,102,1,2,3,14,4,114,1,-1,0,1,2
37,12,1,2,2,47,1,2,3,20,4,554,3,-1,0,1,2
52,11,2,2,2,144,1,2,3,15,5,362,1,-1,0,1,2
51,2,1,1,1,-12,2,2,3,20,8,18,7,-1,0,1,2
53,11,1,2,2,65,2,2,3,25,11,99,1,92,2,3,2
47,8,1,1,2,878,1,2,3,13,5,245,4,-1,0,1,2
44,12,1,1,2,67,1,2,1,5,6,202,1,-1,0,1,2
31,8,1,2,2,1131,1,1,3,15,4,126,1,148,6,3,2
33,12,3,2,2,3358,1,2,3,5,2,502,2,-1,0,1,2
48,8,3,3,2,1938,1,2,1,4,6,407,1,-1,0,1,2
29,8,1,2,2,-20,1,2,3,7,5,140,3,-1,0,1,2
30,11,1,4,2,179,1,2,3,25,7,111,2,-1,0,1,2
37,11,1,2,2,0,1,2,1,23,5,412,6,-1,0,1,2
44,4,3,4,2,483,2,2,3,6,3,207,2,199,6,4,1
56,12,1,3,2,966,2,1,3,10,7,68,1,-1,0,1,2
56,6,1,3,2,84,2,2,3,29,1,184,2,-1,0,1,2
22,7,3,4,2,691,2,2,3,19,8,338,1,-1,0,1,1
47,8,1,3,2,362,1,2,3,18,8,111,8,-1,0,1,2
55,2,1,2,2,128,2,2,3,20,8,359,2,-1,0,1,2
35,8,1,3,2,319,1,2,3,16,7,221,1,-1,0,1,2
37,4,1,2,2,857,1,2,3,28,1,132,1,-1,0,1,2
38,9,3,2,2,1146,1,2,1,21,5,91,2,-1,0,1,2
29,2,3,2,2,460,1,2,3,18,5,191,2,357,6,4,2
36,9,3,2,2,20451,2,2,3,20,11,69,3,-1,0,1,2
35,2,1,3,2,189,1,2,3,11,5,95,1,-1,0,1,2
40,12,1,2,2,1358,2,2,1,19,6,96,1,-1,0,1,2
53,10,2,2,1,-200,2,1,1,6,6,161,1,-1,0,1,2
39,11,1,4,2,122,2,2,1,20,6,44,5,-1,0,1,2
30,2,1,2,2,874,1,2,3,22,7,93,2,-1,0,1,2
54,4,1,2,2,1987,2,2,3,14,7,219,3,-1,0,1,2
51,4,1,4,2,10077,2,2,3,7,8,93,2,-1,0,1,2
30,12,1,2,2,271,1,2,1,15,5,365,1,-1,0,1,2
27,11,2,2,2,21,1,2,3,18,5,336,1,356,1,3,2
29,8,1,2,2,8,1,1,3,10,7,627,1,-1,0,1,1
33,11,3,2,2,14,1,2,1,12,5,188,1,-1,0,1,2
26,8,2,2,2,241,1,2,1,16,5,136,1,-1,0,1,2
29,2,1,2,2,187,1,1,3,24,7,386,2,-1,0,1,2
49,12,1,2,1,-249,2,2,3,29,7,234,5,-1,0,1,2
31,6,3,4,2,46,1,2,3,5,2,90,1,-1,0,1,2
39,6,2,4,2,0,2,2,3,16,4,561,3,-1,0,1,2
51,8,1,2,2,0,2,1,1,3,7,109,1,-1,0,1,2
30,12,3,2,2,268,2,2,1,24,7,86,1,-1,0,1,2
35,4,3,4,2,0,2,2,3,29,8,131,2,-1,0,1,2
36,4,1,4,2,222,1,2,3,6,5,317,1,169,2,3,2
57,10,2,2,2,24,2,1,3,14,7,407,2,-1,0,1,2
35,11,3,2,2,1855,1,2,1,7,5,138,1,-1,0,1,2
33,4,3,4,2,8514,2,2,3,16,10,165,1,57,1,3,2
50,8,2,2,2,41,1,2,1,6,5,190,1,-1,0,1,2
45,4,1,2,2,458,1,2,3,8,5,181,3,-1,0,1,2
43,6,1,3,2,526,1,2,1,7,5,79,4,-1,0,1,2
53,2,1,2,2,673,2,1,2,28,7,137,2,-1,0,1,2
30,4,3,4,2,77,2,2,3,22,7,267,1,-1,0,1,2
38,6,1,2,2,65,2,2,3,5,2,173,1,-1,0,1,2
29,2,3,4,2,89,1,2,3,22,7,120,1,-1,0,1,2
42,4,1,4,2,1435,1,2,3,7,5,1148,1,-1,0,1,1
35,7,3,2,2,2960,1,2,1,30,5,123,2,-1,0,1,2
29,8,1,3,2,111,1,2,3,6,5,14,11,-1,0,1,2
27,12,1,2,2,199,2,2,3,4,2,108,2,195,6,3,2
37,11,1,2,2,157,1,2,1,7,5,238,2,-1,0,1,2
26,9,3,4,2,3044,1,1,3,17,4,550,1,325,1,2,2
50,2,1,2,2,3258,2,1,3,14,7,56,2,-1,0,1,2
50,8,2,3,2,15,1,2,3,12,5,173,2,350,7,3,2
77,10,1,4,2,0,2,2,3,16,10,847,1,60,1,4,1
50,4,2,4,2,-5,1,2,3,5,2,1118,1,8,1,2,2
27,4,3,2,2,145,1,2,3,5,2,67,3,-1,0,1,2
56,10,2,4,2,-458,1,2,3,15,5,406,4,296,3,3,2
43,4,2,4,2,1052,2,2,1,12,6,118,3,-1,0,1,2
27,12,3,2,2,261,1,1,3,18,5,113,1,-1,0,1,2
44,12,2,2,2,0,2,1,3,17,7,275,17,-1,0,1,2
34,11,3,2,1,264,2,2,1,2,6,131,2,-1,0,1,2
33,4,1,4,2,0,1,2,3,5,5,301,1,365,1,3,2
34,8,1,3,2,602,1,2,3,16,7,680,1,-1,0,1,2
31,3,1,2,2,-825,1,2,1,7,5,179,2,-1,0,1,2
42,8,3,3,2,-68,1,1,1,26,5,167,1,-1,0,1,2
30,12,3,2,2,438,1,2,3,21,11,98,1,-1,0,1,2
34,8,1,2,2,3778,1,2,2,13,5,259,3,-1,0,1,2
36,8,1,3,2,2040,1,2,3,13,5,125,2,-1,0,1,2
52,8,1,3,2,117,2,1,3,24,7,164,2,-1,0,1,2
26,12,3,2,2,128,1,1,1,4,6,264,2,-1,0,1,2
26,8,3,3,2,-887,1,2,3,18,5,827,2,-1,0,1,1
35,2,1,2,2,3487,1,2,3,17,4,323,2,319,1,3,2
36,4,3,4,2,579,2,2,1,12,4,481,1,-1,0,1,1
22,2,3,2,2,118,1,2,1,16,5,270,1,-1,0,1,2
43,9,2,3,2,0,2,2,3,30,7,266,6,-1,0,1,2
58,5,1,3,2,258,2,2,1,9,6,174,1,-1,0,1,2
39,6,1,4,2,36,1,2,1,26,5,488,3,-1,0,1,2
52,8,1,3,2,1141,1,2,3,12,5,22,5,-1,0,1,2
57,8,1,2,2,1412,1,2,3,9,4,89,1,330,1,3,2
45,8,1,3,2,789,2,1,3,29,1,79,1,-1,0,1,2
44,11,1,3,2,177,1,2,1,19,5,197,4,-1,0,1,2
39,4,3,4,2,168,2,2,3,28,7,56,9,-1,0,1,2
54,4,2,4,2,-125,2,1,3,8,8,107,2,-1,0,1,2
50,4,1,4,2,4654,2,2,3,17,11,251,2,-1,0,1,2
56,9,1,2,2,1539,2,2,3,28,8,149,14,-1,0,1,2
60,10,1,3,2,420,2,2,3,19,8,245,2,-1,0,1,2
58,12,1,2,2,74,2,2,3,29,8,105,2,-1,0,1,2
30,4,1,4,2,155,1,2,3,1,6,353,1,-1,0,1,2
33,2,1,2,2,95,1,2,3,30,4,335,1,-1,0,1,1
40,8,2,2,2,973,2,2,3,14,5,449,1,-1,0,1,1
36,3,3,2,2,1806,1,2,3,11,5,111,6,-1,0,1,2
31,3,3,3,2,163,2,2,3,30,1,707,2,2,1,2,1
36,11,1,3,2,0,2,2,1,4,7,584,1,-1,0,1,1
36,8,1,2,2,4438,1,2,1,20,5,446,1,-1,0,1,1
53,2,2,2,2,0,1,1,3,6,8,1452,1,98,2,3,1
36,12,1,2,2,183,1,2,1,20,5,103,3,-1,0,1,2
60,5,1,3,2,211,2,2,3,21,8,406,1,-1,0,1,2
31,4,3,4,2,2336,2,2,3,17,7,224,1,-1,0,1,2
37,2,2,2,2,295,1,1,3,19,8,150,2,-1,0,1,2
36,4,1,4,2,2957,1,1,3,30,4,193,2,265,3,4,2
43,8,1,1,2,285,1,2,3,15,5,22,6,-1,0,1,2
47,5,1,3,2,275,1,2,3,14,5,261,3,-1,0,1,2
36,2,3,2,2,728,2,2,3,30,4,230,1,-1,0,1,1
41,9,3,4,2,-94,1,2,3,4,2,1164,1,203,1,3,1
48,8,1,2,2,917,1,2,3,28,7,103,5,-1,0,1,2
38,11,3,2,2,42,1,2,1,7,5,195,2,-1,0,1,2
40,8,2,3,2,548,1,1,1,30,5,324,1,-1,0,1,2
38,12,3,3,2,393,1,2,3,14,5,200,1,-1,0,1,2
37,4,3,4,2,23867,2,2,1,20,5,188,3,-1,0,1,2
53,8,1,2,2,175,1,2,1,8,5,49,4,-1,0,1,2
42,2,1,2,2,645,1,1,3,11,7,42,2,-1,0,1,2
54,8,1,2,2,153,2,2,1,20,6,7,12,-1,0,1,2
34,8,1,2,2,856,1,2,3,20,4,470,1,150,5,2,2
32,4,3,2,2,301,1,2,3,16,4,383,3,345,1,3,2
39,11,2,2,2,902,1,2,3,10,2,691,2,180,5,3,1
38,11,1,2,2,217,2,1,3,16,7,93,3,-1,0,1,2
53,2,3,2,2,654,2,2,1,10,7,67,1,-1,0,1,1
28,7,3,4,2,1562,2,2,3,15,2,659,4,-1,0,1,1
44,11,1,2,2,185,1,2,1,15,5,194,2,-1,0,1,2
41,8,1,2,1,720,2,1,3,24,7,651,1,-1,0,1,1
45,2,1,2,2,434,2,2,3,26,8,76,4,-1,0,1,2
32,9,1,4,2,210,1,2,3,19,11,268,1,-1,0,1,2
32,11,3,2,2,28,1,2,3,18,11,368,1,-1,0,1,2
30,12,1,2,2,973,1,2,3,21,11,156,2,-1,0,1,2
36,3,2,3,2,510,2,2,3,6,2,258,2,-1,0,1,2
40,4,1,2,2,394,1,2,3,16,7,60,5,-1,0,1,2
28,4,3,2,2,703,1,2,3,15,5,485,1,88,1,2,1
40,2,1,2,2,-666,1,2,1,27,5,107,2,-1,0,1,2
41,4,1,4,2,3016,1,2,3,14,7,80,3,-1,0,1,2
45,8,1,1,2,909,1,2,3,30,1,166,1,262,1,2,2
35,11,1,2,2,692,1,1,1,14,5,133,2,-1,0,1,2
40,2,3,2,2,1200,1,2,1,18,6,284,8,-1,0,1,2
47,12,1,2,2,440,1,2,1,12,6,91,1,-1,0,1,2
55,11,1,2,2,978,1,2,1,19,5,259,1,-1,0,1,2
44,9,1,4,2,1196,2,2,3,20,8,552,5,-1,0,1,1
44,11,1,2,2,1196,1,1,1,28,5,61,1,-1,0,1,2
33,11,1,2,2,0,2,2,3,25,8,296,8,-1,0,1,2
53,10,1,2,2,1296,1,2,1,17,6,115,1,-1,0,1,2
33,3,2,2,2,1005,1,2,2,10,11,175,1,174,2,3,2
52,4,2,4,2,2104,2,2,3,3,6,210,2,-1,0,1,1
29,8,1,3,1,-303,1,1,1,4,6,298,3,-1,0,1,2
78,10,2,4,2,1016,2,2,3,22,6,524,1,-1,0,1,2
61,10,1,4,2,2557,1,2,3,10,2,158,2,92,5,4,1
40,4,2,2,2,1148,1,2,3,11,8,105,2,-1,0,1,2
47,12,2,2,2,-116,2,1,3,25,7,160,3,-1,0,1,2
27,8,1,2,2,-330,1,1,3,14,5,88,1,353,2,3,2
40,12,1,2,2,695,1,2,3,11,5,270,1,348,10,3,2
36,12,2,2,2,2390,1,2,3,19,11,400,1,-1,0,1,2
36,2,3,2,2,135,1,2,3,29,1,263,2,192,3,2,2
59,2,1,1,2,283,2,1,1,17,11,300,1,-1,0,1,2
55,11,1,4,2,4359,2,2,1,16,6,394,2,-1,0,1,2
40,12,3,2,2,1038,2,2,1,5,6,741,1,-1,0,1,2
36,4,1,3,2,3953,1,2,3,19,11,277,1,-1,0,1,2
53,8,1,2,2,359,2,1,1,8,5,238,8,-1,0,1,2
51,8,1,2,2,1121,2,2,3,4,8,824,2,-1,0,1,2
52,5,2,2,2,334,1,2,1,17,6,422,9,-1,0,1,2
32,7,3,2,2,5836,2,2,3,2,9,281,2,493,2,3,2
51,5,1,2,2,260,2,2,3,27,8,316,5,-1,0,1,2
36,4,1,4,2,336,2,2,1,11,6,178,7,-1,0,1,2
49,4,1,4,2,85,1,2,3,14,5,590,5,359,1,2,1
42,4,1,2,2,1042,1,2,3,11,5,465,1,364,3,2,2
30,8,1,2,2,393,1,2,3,17,4,1034,2,-1,0,1,2
33,11,1,2,2,0,1,2,1,7,5,432,1,-1,0,1,2
60,12,1,2,2,8837,1,2,1,16,5,144,4,-1,0,1,2
29,2,1,2,2,97,1,2,3,14,7,136,6,-1,0,1,2
34,8,1,3,2,425,1,2,1,29,5,182,6,-1,0,1,2
36,11,3,4,2,1072,1,2,3,12,8,338,2,-1,0,1,2
28,4,3,4,2,2725,2,2,3,16,6,292,1,504,1,3,1
34,11,1,2,2,96,2,2,3,18,8,113,4,-1,0,1,2
44,4,3,4,2,1206,2,2,3,9,7,160,2,-1,0,1,2
26,7,3,2,2,766,2,2,3,9,4,125,6,-1,0,1,2
59,4,3,4,2,684,2,2,3,13,8,48,13,-1,0,1,2
54,11,1,2,2,42,2,1,1,3,7,389,2,-1,0,1,2
51,10,1,2,2,0,2,2,1,15,5,70,1,-1,0,1,2
32,4,3,4,2,474,1,2,3,7,8,90,3,-1,0,1,2
48,4,1,4,2,3766,2,2,3,6,8,206,2,-1,0,1,2
34,2,3,2,2,2677,1,2,3,20,11,259,1,-1,0,1,2
42,11,1,2,2,994,1,2,3,12,11,227,3,93,6,4,1
34,11,3,4,2,144,1,1,3,14,10,104,1,85,19,3,2
45,11,3,2,2,1044,1,2,1,3,6,239,8,-1,0,1,2
31,11,1,2,2,169,1,2,1,27,5,143,1,-1,0,1,2
63,10,1,2,2,588,2,2,3,19,10,143,2,-1,0,1,2
31,8,1,3,2,3283,1,2,1,29,5,100,5,-1,0,1,2
